HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Total_x,año_trimestre_provincia,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_y
109,20,40785,68149,9164,8139,54889,187574,2021-1-Salta,2021,1,Salta,54768.0,89187.0,31498.0,5669.0,6452.0,187574.0
25,194,60439,858,11494,340,276,78267,2021-1-San Juan,2021,1,San Juan,40072.0,11589.0,6671.0,11482.0,8453.0,78267.0
58,0,11889,2926,4429,62913,22,119154,2021-1-San Luis,2021,1,San Luis,8417.0,10678.0,28.0,63826.0,36205.0,119154.0
50,0,30655,8334,6987,1337,647,46065,2021-1-Santa Cruz,2021,1,Santa Cruz,12347.0,23089.0,5975.0,4264.0,390.0,46065.0
518,891,201632,204458,91846,65476,236924,826127,2021-1-Santa Fe,2021,1,Santa Fe,277012.0,421480.0,70976.0,39140.0,17519.0,826127.0
123,909,33884,58464,8549,700,4868,111641,2021-1-Santiago Del Estero,2021,1,Santiago Del Estero,26468.0,75849.0,570.0,5158.0,3596.0,111641.0
17,0,21379,1468,4317,486,919,40422,2021-1-Tierra Del Fuego,2021,1,Tierra Del Fuego,12853.0,27247.0,6.0,0.0,316.0,40422.0
29,97,42810,53416,25255,4188,103437,231912,2021-1-Tucumán,2021,1,Tucumán,147199.0,12185.0,69954.0,1834.0,740.0,231912.0
36939,31197,1109865,242243,214171,213588,2176242,4033261,2020-4-Buenos Aires,2020,4,Buenos Aires,635651.0,2441248.0,804991.0,93444.0,57927.0,4033261.0
135,244,160210,78123,60208,80269,1000073,1379530,2020-4-Capital Federal,2020,4,Capital Federal,163060.0,1142528.0,39890.0,4815.0,29237.0,1379530.0
71,0,8843,8740,11436,591,20406,52396,2020-4-Catamarca,2020,4,Catamarca,26870.0,5115.0,17856.0,322.0,2233.0,52396.0
301,112,24782,22479,26802,15701,40949,139091,2020-4-Chaco,2020,4,Chaco,44332.0,61200.0,23687.0,7997.0,1875.0,139091.0
106,109,88157,21824,12046,2818,1112,130574,2020-4-Chubut,2020,4,Chubut,45703.0,39756.0,3040.0,23363.0,18712.0,130574.0
119,2386,214963,135262,82221,70013,384169,902701,2020-4-Córdoba,2020,4,Córdoba,267396.0,439322.0,125620.0,52827.0,17536.0,902701.0
67,527,31900,26321,25687,9383,26789,125659,2020-4-Corrientes,2020,4,Corrientes,50102.0,61495.0,3146.0,5626.0,5290.0,125659.0
105,2911,65659,53556,40755,16600,53141,247381,2020-4-Entre Ríos,2020,4,Entre Ríos,85683.0,113670.0,15653.0,20206.0,12169.0,247381.0
56,0,23540,7606,7181,1197,8946,50206,2020-4-Formosa,2020,4,Formosa,21264.0,10789.0,2432.0,15341.0,380.0,50206.0
49,182,23772,14379,44930,446,19282,105851,2020-4-Jujuy,2020,4,Jujuy,32850.0,52815.0,15639.0,1077.0,3470.0,105851.0
298,554,70184,8124,6562,2396,6257,96895,2020-4-La Pampa,2020,4,La Pampa,9009.0,58945.0,15432.0,12194.0,1315.0,96895.0
18,1,36906,6060,4633,181,4979,52778,2020-4-La Rioja,2020,4,La Rioja,17513.0,34984.0,1.0,250.0,30.0,52778.0
28,40,146312,11172,40396,3378,11557,215453,2020-4-Mendoza,2020,4,Mendoza,91842.0,68364.0,36083.0,18331.0,833.0,215453.0
51,524,39988,26078,26445,14810,32264,147161,2020-4-Misiones,2020,4,Misiones,49462.0,79855.0,6589.0,4359.0,6896.0,147161.0
116,327,56434,8478,5791,5493,50776,133135,2020-4-Neuquén,2020,4,Neuquén,30468.0,70614.0,13732.0,17689.0,632.0,133135.0
125,466,70305,4153,13131,3512,29372,141210,2020-4-Río Negro,2020,4,Río Negro,48991.0,42022.0,17826.0,13994.0,18377.0,141210.0
109,514,41443,68829,15188,8291,46697,187390,2020-4-Salta,2020,4,Salta,56659.0,87817.0,30604.0,5858.0,6452.0,187390.0
25,194,61316,740,5126,332,275,72596,2020-4-San Juan,2020,4,San Juan,40072.0,7004.0,6599.0,10468.0,8453.0,72596.0
58,0,14020,3490,2688,62239,22,119435,2020-4-San Luis,2020,4,San Luis,8417.0,11767.0,27.0,63019.0,36205.0,119435.0
47,0,27173,4382,6634,1033,647,40674,2020-4-Santa Cruz,2020,4,Santa Cruz,12347.0,19657.0,1041.0,4659.0,2970.0,40674.0
518,891,206372,203793,94246,65145,226246,820813,2020-4-Santa Fe,2020,4,Santa Fe,287271.0,414746.0,62692.0,38712.0,17392.0,820813.0
123,909,34518,57590,4666,411,4520,106669,2020-4-Santiago Del Estero,2020,4,Santiago Del Estero,26812.0,70522.0,570.0,5169.0,3596.0,106669.0
17,0,21881,6119,3497,488,922,39614,2020-4-Tierra Del Fuego,2020,4,Tierra Del Fuego,12853.0,26439.0,6.0,0.0,316.0,39614.0
29,97,44095,54334,32155,4105,93594,231089,2020-4-Tucumán,2020,4,Tucumán,149322.0,11150.0,68043.0,1834.0,740.0,231089.0
37542,31514,1113823,234710,219772,194248,2085815,3937277,2020-3-Buenos Aires,2020,3,Buenos Aires,653930.0,2384557.0,749087.0,94162.0,55541.0,3937277.0
264,312,162222,85083,68753,78028,977766,1372675,2020-3-Capital Federal,2020,3,Capital Federal,170375.0,1129573.0,39417.0,3936.0,29374.0,1372675.0
63,0,8276,8768,11195,562,18886,49904,2020-3-Catamarca,2020,3,Catamarca,26868.0,3690.0,16857.0,261.0,2228.0,49904.0
308,112,24675,21639,27546,13751,38729,133954,2020-3-Chaco,2020,3,Chaco,45745.0,58825.0,20675.0,6706.0,2003.0,133954.0
158,109,87559,22114,12217,2818,1110,130027,2020-3-Chubut,2020,3,Chubut,45761.0,39386.0,2897.0,23216.0,18767.0,130027.0
168,3064,218599,124833,84236,63823,361021,867472,2020-3-Córdoba,2020,3,Córdoba,276360.0,430771.0,102217.0,48368.0,9756.0,867472.0
72,527,35190,23315,25308,8615,25344,123391,2020-3-Corrientes,2020,3,Corrientes,50858.0,58681.0,2960.0,5513.0,5379.0,123391.0
130,2911,66648,51478,40797,14377,49395,241495,2020-3-Entre Ríos,2020,3,Entre Ríos,87892.0,106950.0,13954.0,20379.0,12320.0,241495.0
391,151,23163,7432,7125,991,8219,49209,2020-3-Formosa,2020,3,Formosa,21790.0,10003.0,2000.0,15023.0,393.0,49209.0
55,182,32131,10566,45198,293,15238,106728,2020-3-Jujuy,2020,3,Jujuy,32611.0,57682.0,11112.0,952.0,4371.0,106728.0
293,810,66695,7820,5577,2189,6322,93735,2020-3-La Pampa,2020,3,La Pampa,9015.0,56845.0,14677.0,11893.0,1305.0,93735.0
21,1,37105,5955,4660,124,4748,52616,2020-3-La Rioja,2020,3,La Rioja,17346.0,34984.0,1.0,250.0,35.0,52616.0
58,40,141404,12123,42433,3448,8237,207788,2020-3-Mendoza,2020,3,Mendoza,91908.0,64672.0,32817.0,17523.0,868.0,207788.0
71,524,39005,24215,25942,13663,30987,143186,2020-3-Misiones,2020,3,Misiones,50195.0,77989.0,2572.0,3445.0,8985.0,143186.0
218,327,60463,6561,5975,5449,49439,129235,2020-3-Neuquén,2020,3,Neuquén,30222.0,70446.0,11043.0,16787.0,737.0,129235.0
114,466,68986,3769,7096,3455,28488,131467,2020-3-Río Negro,2020,3,Río Negro,49530.0,40001.0,10381.0,13187.0,18368.0,131467.0
129,514,32780,64736,15990,7928,43773,180846,2020-3-Salta,2020,3,Salta,58216.0,84128.0,25445.0,5764.0,7293.0,180846.0
48,194,65526,711,6529,41,128,77327,2020-3-San Juan,2020,3,San Juan,40092.0,9223.0,5509.0,14023.0,8480.0,77327.0
105,0,12199,3351,2666,61319,8,116565,2020-3-San Luis,2020,3,San Luis,8401.0,10077.0,6.0,61828.0,36253.0,116565.0
66,0,26888,4015,6730,629,120,39281,2020-3-Santa Cruz,2020,3,Santa Cruz,12845.0,16098.0,1027.0,6938.0,2373.0,39281.0
568,1241,213353,199381,92095,58797,210562,802998,2020-3-Santa Fe,2020,3,Santa Fe,295051.0,405807.0,45721.0,37112.0,19307.0,802998.0
133,909,33287,57418,4658,292,3994,105492,2020-3-Santiago Del Estero,2020,3,Santiago Del Estero,26419.0,70720.0,555.0,4185.0,3613.0,105492.0
11,0,22094,5414,3726,481,937,39655,2020-3-Tierra Del Fuego,2020,3,Tierra Del Fuego,12854.0,26491.0,0.0,0.0,310.0,39655.0
52,97,45913,54610,33126,3246,84195,223876,2020-3-Tucumán,2020,3,Tucumán,149605.0,11752.0,59949.0,1808.0,762.0,223876.0
37542,31606,1129236,241336,233132,188995,1894466,3777546,2020-2-Buenos Aires,2020,2,Buenos Aires,661272.0,2244277.0,723072.0,91736.0,57189.0,3777546.0
264,312,166474,94585,79858,80160,935481,1357821,2020-2-Capital Federal,2020,2,Capital Federal,178896.0,1106133.0,39482.0,3937.0,29373.0,1357821.0
63,0,8801,8690,10242,426,16578,47976,2020-2-Catamarca,2020,2,Catamarca,26968.0,3641.0,14878.0,261.0,2228.0,47976.0
308,928,24350,21140,29044,12082,33311,128132,2020-2-Chaco,2020,2,Chaco,46816.0,56017.0,17266.0,6452.0,1581.0,128132.0
158,109,69578,22188,10537,1473,614,108656,2020-2-Chubut,2020,2,Chubut,45761.0,38279.0,1324.0,17678.0,5614.0,108656.0
168,4383,219025,125932,89530,63216,325243,836468,2020-2-Córdoba,2020,2,Córdoba,282858.0,415007.0,85818.0,44522.0,8263.0,836468.0
72,527,34242,22845,25844,7898,22418,118866,2020-2-Corrientes,2020,2,Corrientes,51248.0,55536.0,3144.0,3927.0,5011.0,118866.0
130,3679,66758,50640,42090,12856,43391,234113,2020-2-Entre Ríos,2020,2,Entre Ríos,89391.0,99423.0,13954.0,20042.0,11303.0,234113.0
391,151,23534,7109,6998,961,7475,47932,2020-2-Formosa,2020,2,Formosa,21805.0,9353.0,1882.0,14723.0,169.0,47932.0
55,182,30548,10519,26829,209,9417,94316,2020-2-Jujuy,2020,2,Jujuy,32705.0,38938.0,5057.0,952.0,16664.0,94316.0
293,810,71218,7531,3800,1657,3377,89809,2020-2-La Pampa,2020,2,La Pampa,8551.0,54422.0,14232.0,11314.0,1290.0,89809.0
21,1,37375,5661,4686,73,4336,52155,2020-2-La Rioja,2020,2,La Rioja,16885.0,34984.0,1.0,250.0,35.0,52155.0
58,40,142253,12439,35274,3248,5422,201184,2020-2-Mendoza,2020,2,Mendoza,91904.0,62941.0,29613.0,15924.0,802.0,201184.0
71,524,39867,23719,26445,12305,28763,140340,2020-2-Misiones,2020,2,Misiones,50792.0,74497.0,2579.0,3319.0,9153.0,140340.0
218,327,61171,6103,6625,5296,46432,126172,2020-2-Neuquén,2020,2,Neuquén,30256.0,67990.0,11037.0,15755.0,1134.0,126172.0
114,466,70817,3335,7498,3246,26953,129486,2020-2-Río Negro,2020,2,Río Negro,49756.0,39650.0,10382.0,11331.0,18367.0,129486.0
129,514,41801,64463,16989,7741,39594,177762,2020-2-Salta,2020,2,Salta,59502.0,81740.0,24289.0,5123.0,7108.0,177762.0
48,194,59113,917,4908,40,127,69777,2020-2-San Juan,2020,2,San Juan,40092.0,8275.0,5509.0,7019.0,8882.0,69777.0
105,0,11439,3585,1934,60889,8,113952,2020-2-San Luis,2020,2,San Luis,8401.0,8357.0,6.0,60935.0,36253.0,113952.0
66,0,26938,4166,6541,546,119,38869,2020-2-Santa Cruz,2020,2,Santa Cruz,12845.0,16044.0,1027.0,6585.0,2368.0,38869.0
568,2061,213054,198772,96575,57236,189473,777932,2020-2-Santa Fe,2020,2,Santa Fe,299974.0,381679.0,46698.0,30487.0,19094.0,777932.0
133,1779,32557,57709,5178,247,3328,105447,2020-2-Santiago Del Estero,2020,2,Santiago Del Estero,25917.0,72074.0,355.0,3038.0,4063.0,105447.0
11,0,22325,5186,3034,391,796,39189,2020-2-Tierra Del Fuego,2020,2,Tierra Del Fuego,12854.0,26025.0,0.0,0.0,310.0,39189.0
52,97,49028,54537,34184,2246,74377,217156,2020-2-Tucumán,2020,2,Tucumán,150084.0,9833.0,55120.0,1357.0,762.0,217156.0
38215,36802,1122034,236421,247977,205780,1802583,3718747,2020-1-Buenos Aires,2020,1,Buenos Aires,673237.0,2210349.0,720688.0,85443.0,18334.0,3708051.0
264,312,169651,102254,89665,85899,906009,1354054,2020-1-Capital Federal,2020,1,Capital Federal,184494.0,1097635.0,38898.0,3911.0,28556.0,1353494.0
63,0,8838,7543,9558,408,10299,38860,2020-1-Catamarca,2020,1,Catamarca,21945.0,3146.0,12056.0,261.0,2227.0,39635.0
308,928,23291,19976,29851,10416,28539,120226,2020-1-Chaco,2020,1,Chaco,46356.0,54144.0,11958.0,6239.0,1580.0,120277.0
158,109,69586,12957,7756,1240,614,96920,2020-1-Chubut,2020,1,Chubut,45763.0,27287.0,1324.0,16885.0,5479.0,96738.0
142,5128,217229,120188,95827,65733,296875,810924,2020-1-Córdoba,2020,1,Córdoba,286168.0,406109.0,68512.0,41617.0,8693.0,811099.0
72,527,33479,21382,26679,7351,19467,113737,2020-1-Corrientes,2020,1,Corrientes,51126.0,53231.0,2172.0,2437.0,5004.0,113970.0
130,4081,72280,47132,41125,11988,39794,230292,2020-1-Entre Ríos,2020,1,Entre Ríos,90368.0,95434.0,13245.0,18737.0,14062.0,231846.0
1127,342,23761,6500,6564,964,6918,46276,2020-1-Formosa,2020,1,Formosa,21068.0,8887.0,1800.0,14510.0,169.0,46434.0
55,182,33120,9979,26693,166,7349,94089,2020-1-Jujuy,2020,1,Jujuy,32066.0,38938.0,3078.0,942.0,16641.0,91665.0
293,811,72740,7199,3029,1342,2113,89145,2020-1-La Pampa,2020,1,La Pampa,8553.0,53755.0,13821.0,11295.0,1802.0,89226.0
21,1,37209,5158,4640,22,1294,48345,2020-1-La Rioja,2020,1,La Rioja,13076.0,34984.0,0.0,251.0,29.0,48340.0
58,40,140410,12285,17489,2860,3818,176960,2020-1-Mendoza,2020,1,Mendoza,91955.0,50251.0,28059.0,12465.0,722.0,183452.0
71,524,36622,21271,26433,11581,26313,133700,2020-1-Misiones,2020,1,Misiones,51458.0,69452.0,1220.0,460.0,10962.0,133552.0
218,327,60152,5257,7123,5399,43738,122214,2020-1-Neuquén,2020,1,Neuquén,29305.0,65951.0,11031.0,14711.0,729.0,121727.0
114,466,69154,2930,7857,3199,25488,126927,2020-1-Río Negro,2020,1,Río Negro,47756.0,38479.0,10381.0,11222.0,18362.0,126200.0
129,514,38537,63714,17991,8625,34744,170695,2020-1-Salta,2020,1,Salta,60426.0,75593.0,23025.0,4125.0,7212.0,170381.0
48,194,59787,1594,1292,40,127,67861,2020-1-San Juan,2020,1,San Juan,40092.0,6448.0,5508.0,7082.0,5101.0,64231.0
105,0,11322,4164,525,58258,5,110454,2020-1-San Luis,2020,1,San Luis,8301.0,7612.0,5.0,58301.0,36333.0,110552.0
67,11,27447,4993,5169,529,119,38335,2020-1-Santa Cruz,2020,1,Santa Cruz,12845.0,15766.0,1026.0,6817.0,2368.0,38822.0
696,2994,217553,196826,104560,48448,173823,762556,2020-1-Santa Fe,2020,1,Santa Fe,302366.0,383673.0,35123.0,30488.0,19468.0,771118.0
133,1779,33086,56884,3737,135,2799,103054,2020-1-Santiago Del Estero,2020,1,Santiago Del Estero,24695.0,70424.0,200.0,2779.0,4657.0,102755.0
11,1,22976,5024,1834,196,518,37606,2020-1-Tierra Del Fuego,2020,1,Tierra Del Fuego,12854.0,25632.0,0.0,0.0,308.0,38794.0
52,97,49555,50383,31096,1730,67536,200449,2020-1-Tucumán,2020,1,Tucumán,143184.0,10494.0,44687.0,1355.0,347.0,200067.0
33489,27537,1177446,262297,247106,452570,1465133,3686254,2019-4-Buenos Aires,2019,4,Buenos Aires,720011.0,2191672.0,669194.0,87111.0,18266.0,3686254.0
307,15,177098,110218,110852,205810,753805,1358105,2019-4-Capital Federal,2019,4,Capital Federal,196938.0,1093143.0,35534.0,3914.0,28576.0,1358105.0
63,0,9945,7619,9305,804,7477,38311,2019-4-Catamarca,2019,4,Catamarca,22999.0,3318.0,9506.0,261.0,2227.0,38311.0
83,0,25899,18959,30902,13516,21556,117903,2019-4-Chaco,2019,4,Chaco,48661.0,53602.0,8831.0,5229.0,1580.0,117903.0
158,4,69405,12945,7615,1240,614,96102,2019-4-Chubut,2019,4,Chubut,47045.0,26977.0,1324.0,15267.0,5489.0,96102.0
142,0,232781,118232,109330,114111,221742,806688,2019-4-Córdoba,2019,4,Córdoba,296872.0,410038.0,53335.0,37750.0,8693.0,806688.0
72,0,35055,20620,27367,9981,15744,113834,2019-4-Corrientes,2019,4,Corrientes,52525.0,51845.0,2002.0,2458.0,5004.0,113834.0
47,0,88203,44511,42962,18976,30153,239030,2019-4-Entre Ríos,2019,4,Entre Ríos,92981.0,99206.0,12875.0,18561.0,15407.0,239030.0
1127,191,24606,6319,6788,1766,5671,46711,2019-4-Formosa,2019,4,Formosa,21567.0,8684.0,1760.0,14531.0,169.0,46711.0
55,0,32920,9632,26764,102,5286,88881,2019-4-Jujuy,2019,4,Jujuy,32949.0,37604.0,873.0,814.0,16641.0,88881.0
293,313,76747,6900,1951,1287,1342,90399,2019-4-La Pampa,2019,4,La Pampa,15457.0,56854.0,4942.0,11341.0,1805.0,90399.0
21,0,37846,5045,4763,22,1305,49002,2019-4-La Rioja,2019,4,La Rioja,13738.0,34984.0,0.0,251.0,29.0,49002.0
746,9,145139,12955,15237,2165,2628,185780,2019-4-Mendoza,2019,4,Mendoza,96678.0,49711.0,24989.0,13672.0,730.0,185780.0
71,0,39664,20840,27305,15626,20799,135813,2019-4-Misiones,2019,4,Misiones,53116.0,69676.0,847.0,441.0,11733.0,135813.0
218,1,57370,4439,7357,12059,35001,116445,2019-4-Neuquén,2019,4,Neuquén,29826.0,60970.0,10549.0,14246.0,854.0,116445.0
114,0,71847,2797,8558,6968,19837,127140,2019-4-Río Negro,2019,4,Río Negro,49747.0,37933.0,9658.0,11437.0,18365.0,127140.0
149,1,42159,67656,15369,14170,25821,172445,2019-4-Salta,2019,4,Salta,63272.0,76062.0,21865.0,3040.0,8206.0,172445.0
48,1,60626,1594,1292,40,127,64974,2019-4-San Juan,2019,4,San Juan,41360.0,6338.0,4931.0,7241.0,5104.0,64974.0
105,0,11901,4164,525,55216,3,108201,2019-4-San Luis,2019,4,San Luis,8569.0,8027.0,6.0,55266.0,36333.0,108201.0
67,0,32368,4346,2224,7,8,39370,2019-4-Santa Cruz,2019,4,Santa Cruz,13264.0,15899.0,1036.0,6800.0,2371.0,39370.0
698,0,230234,190664,113527,70998,135576,769169,2019-4-Santa Fe,2019,4,Santa Fe,312072.0,382254.0,27464.0,26978.0,20401.0,769169.0
133,908,34911,56309,3756,105,2449,103588,2019-4-Santiago Del Estero,2019,4,Santiago Del Estero,24682.0,71239.0,200.0,2810.0,4657.0,103588.0
11,0,23593,5050,1848,139,1962,40392,2019-4-Tierra Del Fuego,2019,4,Tierra Del Fuego,13261.0,26821.0,0.0,0.0,310.0,40392.0
55,0,54544,52017,28916,6405,56707,198644,2019-4-Tucumán,2019,4,Tucumán,146985.0,11012.0,39574.0,725.0,348.0,198644.0
238920,44648,1432722,222812,260506,483572,1246209,3971683,2019 *-3 *-Buenos Aires,2019 *,3 *,Buenos Aires,1277249.0,2144956.0,425386.0,85572.0,27070.0,3960233.0
104,368,269704,120924,138011,258591,655108,1442810,2019 *-3 *-Capital Federal,2019 *,3 *,Capital Federal,300288.0,1080973.0,24900.0,3895.0,31155.0,1441211.0
34,43,14449,9285,6333,72,15,32382,2019 *-3 *-Catamarca,2019 *,3 *,Catamarca,24349.0,5543.0,13.0,244.0,2251.0,32400.0
69,1216,32764,28198,13336,12987,16740,112227,2019 *-3 *-Chaco,2019 *,3 *,Chaco,50416.0,49156.0,8063.0,5224.0,1592.0,114451.0
74,840,62680,13033,7171,1240,614,90152,2019 *-3 *-Chubut,2019 *,3 *,Chubut,37298.0,27090.0,1917.0,15149.0,7551.0,89005.0
83,5824,240151,106651,118486,146247,157546,782341,2019 *-3 *-Córdoba,2019 *,3 *,Córdoba,307780.0,399231.0,30064.0,37277.0,8701.0,783053.0
10,597,42231,29628,10348,10388,12674,110656,2019 *-3 *-Corrientes,2019 *,3 *,Corrientes,53344.0,50230.0,1888.0,2458.0,4839.0,112759.0
19,4446,99656,56161,17064,21216,22645,236314,2019 *-3 *-Entre Ríos,2019 *,3 *,Entre Ríos,94947.0,96305.0,12888.0,18530.0,15432.0,238102.0
1110,349,24943,6049,7117,2262,4443,46373,2019 *-3 *-Formosa,2019 *,3 *,Formosa,21777.0,8359.0,1476.0,14292.0,162.0,46066.0
27,885,31722,9240,26835,56,3671,88981,2019 *-3 *-Jujuy,2019 *,3 *,Jujuy,33110.0,35742.0,274.0,812.0,16638.0,86576.0
237,3289,75849,5922,1611,1359,941,90826,2019 *-3 *-La Pampa,2019 *,3 *,La Pampa,19469.0,52941.0,4994.0,11462.0,1962.0,90828.0
9,10,38657,4786,4887,22,1307,49678,2019 *-3 *-La Rioja,2019 *,3 *,La Rioja,14390.0,34984.0,11.0,251.0,41.0,49677.0
21,1269,206821,2958,10093,1263,349,222774,2019 *-3 *-Mendoza,2019 *,3 *,Mendoza,148640.0,54312.0,6865.0,12975.0,1545.0,224337.0
47,1928,43530,29375,11256,16107,16650,131099,2019 *-3 *-Misiones,2019 *,3 *,Misiones,54493.0,65872.0,829.0,419.0,12270.0,133883.0
45,2258,62909,4586,9597,16923,28458,124898,2019 *-3 *-Neuquén,2019 *,3 *,Neuquén,43347.0,60484.0,5560.0,13512.0,2518.0,125421.0
47,1234,87435,2348,9779,10176,15505,144243,2019 *-3 *-Río Negro,2019 *,3 *,Río Negro,67478.0,37425.0,9739.0,10806.0,18847.0,144295.0
49,900,43160,62230,14309,11418,12357,151938,2019 *-3 *-Salta,2019 *,3 *,Salta,65799.0,74329.0,733.0,1580.0,9394.0,151835.0
22,171,68315,2245,1267,41,128,76968,2019 *-3 *-San Juan,2019 *,3 *,San Juan,51670.0,7425.0,1227.0,7241.0,5535.0,73098.0
57,100,18643,5113,467,62242,5,122702,2019 *-3 *-San Luis,2019 *,3 *,San Luis,13037.0,10561.0,350.0,62286.0,36466.0,122700.0
28,84,31612,4472,1203,27,4,37430,2019 *-3 *-Santa Cruz,2019 *,3 *,Santa Cruz,10663.0,17056.0,969.0,6544.0,2738.0,37970.0
640,8184,242454,193286,107068,84325,97082,752576,2019 *-3 *-Santa Fe,2019 *,3 *,Santa Fe,319396.0,377171.0,18690.0,24269.0,21408.0,760934.0
39,1832,35554,55172,3612,86,1836,132632,2019 *-3 *-Santiago Del Estero,2019 *,3 *,Santiago Del Estero,24556.0,71198.0,219.0,2759.0,34400.0,133132.0
6,14,32133,4692,1756,82,226,48557,2019 *-3 *-Tierra Del Fuego,2019 *,3 *,Tierra Del Fuego,19790.0,26659.0,651.0,0.0,1487.0,48587.0
16,110,71043,47693,24354,843,20385,164444,2019 *-3 *-Tucumán,2019 *,3 *,Tucumán,150918.0,12089.0,116.0,684.0,324.0,164131.0
199768,46852,1436259,217785,438663,502275,985767,3870807,2019 *-2 *-Buenos Aires,2019 *,2 *,Buenos Aires,1284658.0,2079900.0,382971.0,75240.0,32929.0,3855698.0
74,1027,281370,124087,239691,296155,475991,1418395,2019 *-2 *-Capital Federal,2019 *,2 *,Capital Federal,309937.0,1061358.0,36082.0,3962.0,4281.0,1415620.0
34,43,16631,8670,6049,34,10,33622,2019 *-2 *-Catamarca,2019 *,2 *,Catamarca,25682.0,5543.0,13.0,146.0,2251.0,33635.0
69,1383,38488,26431,16789,15348,9904,109904,2019 *-2 *-Chaco,2019 *,2 *,Chaco,50765.0,47448.0,4203.0,4727.0,1591.0,108734.0
66,3952,69032,10049,1495,74,165,89333,2019 *-2 *-Chubut,2019 *,2 *,Chubut,37313.0,26338.0,1917.0,14443.0,7545.0,87556.0
81,8165,248427,100512,157458,170159,76053,769793,2019 *-2 *-Córdoba,2019 *,2 *,Córdoba,314768.0,388254.0,23023.0,33847.0,15236.0,775128.0
10,3012,40424,27774,13114,11928,7119,109461,2019 *-2 *-Corrientes,2019 *,2 *,Corrientes,53835.0,47431.0,1701.0,2444.0,6138.0,111549.0
18,5905,100687,52316,23196,24221,10664,234213,2019 *-2 *-Entre Ríos,2019 *,2 *,Entre Ríos,97081.0,91081.0,12764.0,17369.0,17529.0,235824.0
1110,349,26512,5399,8384,2639,2258,46751,2019 *-2 *-Formosa,2019 *,2 *,Formosa,21916.0,8686.0,1382.0,14292.0,162.0,46438.0
27,940,26233,8441,26700,27,2600,86733,2019 *-2 *-Jujuy,2019 *,2 *,Jujuy,33022.0,30742.0,274.0,812.0,21857.0,86707.0
236,3289,75406,5191,1366,1445,629,90223,2019 *-2 *-La Pampa,2019 *,2 *,La Pampa,19471.0,52101.0,4840.0,10789.0,3004.0,90205.0
9,11,39819,4297,4857,13,1298,50304,2019 *-2 *-La Rioja,2019 *,2 *,La Rioja,15014.0,34984.0,11.0,251.0,41.0,50301.0
20,2522,205165,2971,10092,1256,234,222260,2019 *-2 *-Mendoza,2019 *,2 *,Mendoza,148673.0,54027.0,6865.0,12748.0,1544.0,223857.0
47,2226,45769,27385,15408,18882,8129,130052,2019 *-2 *-Misiones,2019 *,2 *,Misiones,55373.0,64272.0,543.0,421.0,12269.0,132878.0
302,3038,61776,4688,17318,21210,14132,122886,2019 *-2 *-Neuquén,2019 *,2 *,Neuquén,43420.0,59021.0,4983.0,12792.0,2737.0,122953.0
384,1354,86366,2201,10291,12407,6907,138429,2019 *-2 *-Río Negro,2019 *,2 *,Río Negro,67841.0,36527.0,4037.0,10485.0,19657.0,138547.0
49,974,59638,36923,16961,14059,6461,142650,2019 *-2 *-Salta,2019 *,2 *,Salta,68827.0,62343.0,725.0,1210.0,9463.0,142568.0
22,213,60913,2177,785,7,4,70240,2019 *-2 *-San Juan,2019 *,2 *,San Juan,51680.0,7425.0,1174.0,2870.0,6876.0,70025.0
57,102,16575,4964,467,57236,5,117383,2019 *-2 *-San Luis,2019 *,2 *,San Luis,11130.0,10298.0,347.0,57242.0,38368.0,117385.0
25,84,24861,3806,1202,28,4,30010,2019 *-2 *-Santa Cruz,2019 *,2 *,Santa Cruz,10665.0,10257.0,379.0,6514.0,2735.0,30550.0
321,8427,300124,125176,129741,100131,49865,736108,2019 *-2 *-Santa Fe,2019 *,2 *,Santa Fe,325420.0,355140.0,18236.0,21980.0,22708.0,743484.0
39,1832,63268,21362,3741,108,1205,126056,2019 *-2 *-Santiago Del Estero,2019 *,2 *,Santiago Del Estero,24393.0,64783.0,219.0,2759.0,34600.0,126754.0
6,123,41824,4241,1573,96,32,47895,2019 *-2 *-Tierra Del Fuego,2019 *,2 *,Tierra Del Fuego,19790.0,25527.0,651.0,0.0,1486.0,47454.0
16,157,78891,44296,24291,628,18394,166673,2019 *-2 *-Tucumán,2019 *,2 *,Tucumán,153121.0,12089.0,116.0,684.0,321.0,166331.0
162513,72296,1429964,202511,576428,576859,705769,3732709,2019 *-1 *-Buenos Aires,2019 *,1 *,Buenos Aires,1304507.0,2020730.0,336362.0,64867.0,20201.0,3746667.0
74,7417,283787,131007,330122,365713,283463,1401583,2019 *-1 *-Capital Federal,2019 *,1 *,Capital Federal,328246.0,1030814.0,32281.0,3978.0,4281.0,1399600.0
34,1708,18761,6443,5606,29,7,34739,2019 *-1 *-Catamarca,2019 *,1 *,Catamarca,26912.0,4443.0,16.0,0.0,2251.0,33622.0
69,3801,38719,25632,18965,12393,6368,106982,2019 *-1 *-Chaco,2019 *,1 *,Chaco,53409.0,43555.0,1951.0,3628.0,1134.0,103677.0
